"DATE","TIME PERIOD","Chinese yuan renminbi/Euro (EXR.D.CNY.EUR.SP00.A)","UK pound sterling/Euro (EXR.D.GBP.EUR.SP00.A)"
"2019-09-13","13 Sep 2019","7.8589","0.89093"
"2019-09-16","16 Sep 2019","7.7957","0.88510"
"2019-09-17","17 Sep 2019","7.8249","0.88813"
"2019-09-18","18 Sep 2019","7.8349","0.88720"
"2019-09-19","19 Sep 2019","7.8518","0.88735"
"2019-09-20","20 Sep 2019","7.8207","0.88230"
"2019-09-23","23 Sep 2019","7.8279","0.88343"
"2019-09-24","24 Sep 2019","7.8199","0.88153"
"2019-09-25","25 Sep 2019","7.8239","0.88668"
"2019-09-26","26 Sep 2019","7.7976","0.88505"
"2019-09-27","27 Sep 2019","7.7947","0.88778"
"2019-09-30","30 Sep 2019","7.7784","0.88573"
"2019-10-01","01 Oct 2019","7.7903","0.88955"
"2019-10-02","02 Oct 2019","7.8096","0.88970"
"2019-10-03","03 Oct 2019","7.8282","0.88790"
"2019-10-04","04 Oct 2019","7.8497","0.89045"
"2019-10-07","07 Oct 2019","7.8582","0.89155"
"2019-10-08","08 Oct 2019","7.8474","0.89795"
"2019-10-09","09 Oct 2019","7.8265","0.89850"
"2019-10-10","10 Oct 2019","7.8567","0.90155"
"2019-10-11","11 Oct 2019","7.8417","0.87518"
"2019-10-14","14 Oct 2019","7.7988","0.87983"
"2019-10-15","15 Oct 2019","7.7943","0.87058"
"2019-10-16","16 Oct 2019","7.8270","0.86560"
"2019-10-17","17 Oct 2019","7.8657","0.86840"
"2019-10-18","18 Oct 2019","7.8941","0.86435"
"2019-10-21","21 Oct 2019","7.9025","0.85930"
"2019-10-22","22 Oct 2019","7.8795","0.86065"
"2019-10-23","23 Oct 2019","7.8684","0.86408"
"2019-10-24","24 Oct 2019","7.8704","0.86288"
"2019-10-25","25 Oct 2019","7.8524","0.86598"
"2019-10-28","28 Oct 2019","7.8366","0.86328"
"2019-10-29","29 Oct 2019","7.8392","0.86328"
"2019-10-30","30 Oct 2019","7.8371","0.86200"
"2019-10-31","31 Oct 2019","7.8540","0.86133"
"2019-11-01","01 Nov 2019","7.8440","0.86008"
"2019-11-04","04 Nov 2019","7.8425","0.86368"
"2019-11-05","05 Nov 2019","7.7734","0.86113"
"2019-11-06","06 Nov 2019","7.7604","0.86033"
"2019-11-07","07 Nov 2019","7.7271","0.86442"
"2019-11-08","08 Nov 2019","7.7115","0.86158"
"2019-11-11","11 Nov 2019","7.7404","0.85743"
"2019-11-12","12 Nov 2019","7.7187","0.85820"
"2019-11-13","13 Nov 2019","7.7281","0.85760"
"2019-11-14","14 Nov 2019","7.7210","0.85643"
"2019-11-15","15 Nov 2019","7.7343","0.85660"
"2019-11-18","18 Nov 2019","7.7629","0.85330"
"2019-11-19","19 Nov 2019","7.7829","0.85573"
"2019-11-20","20 Nov 2019","7.7786","0.85715"
"2019-11-21","21 Nov 2019","7.7933","0.85548"
"2019-11-22","22 Nov 2019","7.7834","0.85980"
"2019-11-25","25 Nov 2019","7.7454","0.85515"
"2019-11-26","26 Nov 2019","7.7576","0.85715"
"2019-11-27","27 Nov 2019","7.7353","0.85450"
"2019-11-28","28 Nov 2019","7.7416","0.85180"
"2019-11-29","29 Nov 2019","7.7172","0.85225"
"2019-12-02","02 Dec 2019","7.7625","0.85218"
"2019-12-03","03 Dec 2019","7.8140","0.85200"
"2019-12-04","04 Dec 2019","7.8149","0.84610"
"2019-12-05","05 Dec 2019","7.8125","0.84470"
"2019-12-06","06 Dec 2019","7.7993","0.84453"
"2019-12-09","09 Dec 2019","7.7960","0.84195"
"2019-12-10","10 Dec 2019","7.7968","0.84073"
"2019-12-11","11 Dec 2019","7.7960","0.84245"
"2019-12-12","12 Dec 2019","7.8374","0.84560"
"2019-12-13","13 Dec 2019","7.7900","0.83508"
"2019-12-16","16 Dec 2019","7.8025","0.83415"
"2019-12-17","17 Dec 2019","7.8090","0.84748"
"2019-12-18","18 Dec 2019","7.7783","0.85055"
"2019-12-19","19 Dec 2019","7.7931","0.85073"
"2019-12-20","20 Dec 2019","7.7764","0.85133"
"2019-12-23","23 Dec 2019","7.7652","0.85708"
"2019-12-24","24 Dec 2019","7.7643","0.85533"
"2019-12-27","27 Dec 2019","7.8025","0.85130"
"2019-12-30","30 Dec 2019","7.8175","0.85208"
"2019-12-31","31 Dec 2019","7.8205","0.85080"
"2020-01-02","02 Jan 2020","7.7946","0.84828"
"2020-01-03","03 Jan 2020","7.7712","0.85115"
"2020-01-06","06 Jan 2020","7.8049","0.85215"
"2020-01-07","07 Jan 2020","7.7562","0.85183"
"2020-01-08","08 Jan 2020","7.7184","0.84868"
"2020-01-09","09 Jan 2020","7.7011","0.85285"
"2020-01-10","10 Jan 2020","7.6773","0.84810"
"2020-01-13","13 Jan 2020","7.6697","0.85760"
"2020-01-14","14 Jan 2020","7.6536","0.85618"
"2020-01-15","15 Jan 2020","7.6746","0.85683"
"2020-01-16","16 Jan 2020","7.6837","0.85470"
"2020-01-17","17 Jan 2020","7.6186","0.85105"
"2020-01-20","20 Jan 2020","7.6112","0.85275"
"2020-01-21","21 Jan 2020","7.6732","0.85030"
"2020-01-22","22 Jan 2020","7.6530","0.84445"
"2020-01-23","23 Jan 2020","7.6897","0.84498"
"2020-01-24","24 Jan 2020","7.6509","0.84313"
"2020-01-27","27 Jan 2020","7.6477","0.84358"
"2020-01-28","28 Jan 2020","7.6338","0.84603"
"2020-01-29","29 Jan 2020","7.6310","0.84580"
"2020-01-30","30 Jan 2020","7.6504","0.84183"
"2020-01-31","31 Jan 2020","7.6664","0.84175"
"2020-02-03","03 Feb 2020","7.7681","0.84775"
"2020-02-04","04 Feb 2020","7.7298","0.84880"
"2020-02-05","05 Feb 2020","7.6858","0.84444"
"2020-02-06","06 Feb 2020","7.6676","0.84835"
"2020-02-07","07 Feb 2020","7.6711","0.84720"
"2020-02-10","10 Feb 2020","7.6471","0.84628"
"2020-02-11","11 Feb 2020","7.6025","0.84325"
"2020-02-12","12 Feb 2020","7.6073","0.84058"
"2020-02-13","13 Feb 2020","7.5890","0.83375"
"2020-02-14","14 Feb 2020","7.5757","0.83208"
"2020-02-17","17 Feb 2020","7.5645","0.83238"
"2020-02-18","18 Feb 2020","7.5732","0.82985"
"2020-02-19","19 Feb 2020","7.5538","0.83148"
"2020-02-20","20 Feb 2020","7.5787","0.83840"
"2020-02-21","21 Feb 2020","7.5945","0.83510"
"2020-02-24","24 Feb 2020","7.6102","0.83833"
"2020-02-25","25 Feb 2020","7.6045","0.83630"
"2020-02-26","26 Feb 2020","7.6329","0.84150"
"2020-02-27","27 Feb 2020","7.6813","0.84995"
"2020-02-28","28 Feb 2020","7.6662","0.85315"
"2020-03-02","02 Mar 2020","7.7469","0.87113"
"2020-03-03","03 Mar 2020","7.7572","0.87010"
"2020-03-04","04 Mar 2020","7.7014","0.86850"
"2020-03-05","05 Mar 2020","7.7579","0.86670"
"2020-03-06","06 Mar 2020","7.8511","0.87165"
"2020-03-09","09 Mar 2020","7.9600","0.87383"
"2020-03-10","10 Mar 2020","7.9240","0.87385"
"2020-03-11","11 Mar 2020","7.8801","0.87690"
"2020-03-12","12 Mar 2020","7.8877","0.88623"
"2020-03-13","13 Mar 2020","7.7587","0.89070"
"2020-03-16","16 Mar 2020","7.8351","0.90918"
"2020-03-17","17 Mar 2020","7.7095","0.90823"
"2020-03-18","18 Mar 2020","7.6925","0.92190"
"2020-03-19","19 Mar 2020","7.6849","0.92985"
"2020-03-20","20 Mar 2020","7.5919","0.91028"
"2020-03-23","23 Mar 2020","7.6385","0.92970"
"2020-03-24","24 Mar 2020","7.6549","0.92100"
"2020-03-25","25 Mar 2020","7.6844","0.91503"
"2020-03-26","26 Mar 2020","7.7675","0.91348"
"2020-03-27","27 Mar 2020","7.7894","0.89743"
"2020-03-30","30 Mar 2020","7.8337","0.88900"
"2020-03-31","31 Mar 2020","7.7784","0.88643"
"2020-04-01","01 Apr 2020","7.7653","0.88460"
"2020-04-02","02 Apr 2020","7.7387","0.87738"
"2020-04-03","03 Apr 2020","7.6476","0.87850"
"2020-04-06","06 Apr 2020","7.6519","0.87800"
"2020-04-07","07 Apr 2020","7.6802","0.88093"
"2020-04-08","08 Apr 2020","7.6818","0.87948"
"2020-04-09","09 Apr 2020","7.6709","0.87565"
"2020-04-14","14 Apr 2020","7.7366","0.87253"
"2020-04-15","15 Apr 2020","7.6998","0.87385"
"2020-04-16","16 Apr 2020","7.6991","0.87163"
"2020-04-17","17 Apr 2020","7.6821","0.86978"
"2020-04-20","20 Apr 2020","7.6819","0.87343"
"2020-04-21","21 Apr 2020","7.6888","0.88120"
"2020-04-22","22 Apr 2020","7.6964","0.87920"
"2020-04-23","23 Apr 2020","7.6259","0.87200"
"2020-04-24","24 Apr 2020","7.6455","0.87498"
"2020-04-27","27 Apr 2020","7.6860","0.87263"
"2020-04-28","28 Apr 2020","7.6977","0.87078"
"2020-04-29","29 Apr 2020","7.6723","0.87378"
"2020-04-30","30 Apr 2020","7.6665","0.86905"
"2020-05-04","04 May 2020","7.7275","0.87898"
"2020-05-05","05 May 2020","7.6575","0.87060"
"2020-05-06","06 May 2020","7.6707","0.87253"
"2020-05-07","07 May 2020","7.6427","0.87478"
"2020-05-08","08 May 2020","7.6719","0.87535"
"2020-05-11","11 May 2020","7.6783","0.87875"
"2020-05-12","12 May 2020","7.6933","0.87773"
"2020-05-13","13 May 2020","7.7102","0.88245"
"2020-05-14","14 May 2020","7.6655","0.88495"
"2020-05-15","15 May 2020","7.6759","0.88738"
"2020-05-18","18 May 2020","7.7068","0.89153"
"2020-05-19","19 May 2020","7.7816","0.89535"
"2020-05-20","20 May 2020","7.7806","0.89358"
"2020-05-21","21 May 2020","7.8153","0.89943"
"2020-05-22","22 May 2020","7.7797","0.89563"
"2020-05-25","25 May 2020","7.7856","0.89515"
"2020-05-26","26 May 2020","7.8269","0.88878"
"2020-05-27","27 May 2020","7.8682","0.89595"
"2020-05-28","28 May 2020","7.8804","0.89728"
"2020-05-29","29 May 2020","7.9456","0.90088"
"2020-06-01","01 Jun 2020","7.9327","0.89673"
"2020-06-02","02 Jun 2020","7.9413","0.89083"
"2020-06-03","03 Jun 2020","7.9599","0.89065"
"2020-06-04","04 Jun 2020","8.0066","0.89685"
"2020-06-05","05 Jun 2020","8.0349","0.89448"
"2020-06-08","08 Jun 2020","7.9836","0.89173"
"2020-06-09","09 Jun 2020","8.0025","0.89120"
"2020-06-10","10 Jun 2020","8.0305","0.88963"
"2020-06-11","11 Jun 2020","8.0250","0.89665"
"2020-06-12","12 Jun 2020","7.9990","0.89653"
"2020-06-15","15 Jun 2020","7.9840","0.89648"
"2020-06-16","16 Jun 2020","8.0041","0.89370"
"2020-06-17","17 Jun 2020","7.9602","0.89448"
"2020-06-18","18 Jun 2020","7.9545","0.90028"
"2020-06-19","19 Jun 2020","7.9332","0.90505"
"2020-06-22","22 Jun 2020","7.9348","0.90328"
"2020-06-23","23 Jun 2020","7.9944","0.90630"
"2020-06-24","24 Jun 2020","7.9772","0.90343"
"2020-06-25","25 Jun 2020","7.9206","0.90133"
"2020-06-26","26 Jun 2020","7.9298","0.90575"
"2020-06-29","29 Jun 2020","7.9841","0.91540"
"2020-06-30","30 Jun 2020","7.9219","0.91243"
"2020-07-01","01 Jul 2020","7.9151","0.90430"
"2020-07-02","02 Jul 2020","7.9759","0.90225"
"2020-07-03","03 Jul 2020","7.9310","0.90120"
"2020-07-06","06 Jul 2020","7.9498","0.90505"
"2020-07-07","07 Jul 2020","7.9287","0.90150"
"2020-07-08","08 Jul 2020","7.9163","0.89923"
"2020-07-09","09 Jul 2020","7.9230","0.89655"
"2020-07-10","10 Jul 2020","7.8952","0.89570"
"2020-07-13","13 Jul 2020","7.9309","0.89938"
"2020-07-14","14 Jul 2020","7.9805","0.90778"
"2020-07-15","15 Jul 2020","7.9975","0.90540"
"2020-07-16","16 Jul 2020","7.9861","0.90875"
"2020-07-17","17 Jul 2020","7.9975","0.91078"
"2020-07-20","20 Jul 2020","7.9992","0.90575"
"2020-07-21","21 Jul 2020","7.9982","0.90055"
"2020-07-22","22 Jul 2020","8.0999","0.91123"
"2020-07-23","23 Jul 2020","8.1057","0.91195"
"2020-07-24","24 Jul 2020","8.1453","0.90985"
"2020-07-27","27 Jul 2020","8.2344","0.91340"
"2020-07-28","28 Jul 2020","8.2041","0.90968"
"2020-07-29","29 Jul 2020","8.2067","0.90385"
"2020-07-30","30 Jul 2020","8.2240","0.90268"
"2020-07-31","31 Jul 2020","8.2637","0.90053"
"2020-08-03","03 Aug 2020","8.1900","0.90013"
"2020-08-04","04 Aug 2020","8.2157","0.90335"
"2020-08-05","05 Aug 2020","8.2277","0.90265"
"2020-08-06","06 Aug 2020","8.2325","0.90033"
"2020-08-07","07 Aug 2020","8.2238","0.90373"
"2020-08-10","10 Aug 2020","8.2003","0.90155"
"2020-08-11","11 Aug 2020","8.1857","0.89843"
"2020-08-12","12 Aug 2020","8.1758","0.90475"
"2020-08-13","13 Aug 2020","8.2187","0.90373"
"2020-08-14","14 Aug 2020","8.2100","0.90173"
"2020-08-17","17 Aug 2020","8.2262","0.90625"
"2020-08-18","18 Aug 2020","8.2407","0.90375"
"2020-08-19","19 Aug 2020","8.2472","0.90345"
"2020-08-20","20 Aug 2020","8.1985","0.90173"
"2020-08-21","21 Aug 2020","8.1483","0.89755"
"2020-08-24","24 Aug 2020","8.1897","0.90175"
"2020-08-25","25 Aug 2020","8.1671","0.89945"
"2020-08-26","26 Aug 2020","8.1262","0.89690"
"2020-08-27","27 Aug 2020","8.1323","0.89505"
"2020-08-28","28 Aug 2020","8.1749","0.89468"
"2020-08-31","31 Aug 2020","8.1711","0.89605"
"2020-09-01","01 Sep 2020","8.1739","0.88975"
"2020-09-02","02 Sep 2020","8.0976","0.88840"
"2020-09-03","03 Sep 2020","8.0802","0.89135"
"2020-09-04","04 Sep 2020","8.1006","0.89325"
"2020-09-07","07 Sep 2020","8.0789","0.89835"
"2020-09-08","08 Sep 2020","8.0658","0.90453"
"2020-09-09","09 Sep 2020","8.0584","0.91213"
"2020-09-10","10 Sep 2020","8.1022","0.91590"
"2020-09-11","11 Sep 2020","8.1043","0.92408"
"2020-09-14","14 Sep 2020","8.0987","0.92190"
"2020-09-15","15 Sep 2020","8.0526","0.92095"
"2020-09-16","16 Sep 2020","8.0229","0.91423"
"2020-09-17","17 Sep 2020","7.9861","0.91530"
"2020-09-18","18 Sep 2020","8.0146","0.91318"
"2020-09-21","21 Sep 2020","7.9992","0.91608"
"2020-09-22","22 Sep 2020","7.9550","0.91743"
"2020-09-23","23 Sep 2020","7.9433","0.91885"
"2020-09-24","24 Sep 2020","7.9527","0.91228"
"2020-09-25","25 Sep 2020","7.9451","0.91343"
"2020-09-28","28 Sep 2020","7.9510","0.90508"
"2020-09-29","29 Sep 2020","7.9777","0.90963"
"2020-09-30","30 Sep 2020","7.9720","0.91235"
"2020-10-01","01 Oct 2020","7.9805","0.90723"
"2020-10-02","02 Oct 2020","7.9656","0.90673"
"2020-10-05","05 Oct 2020","8.0128","0.90810"
"2020-10-06","06 Oct 2020","8.0111","0.91058"
"2020-10-07","07 Oct 2020","7.9934","0.91413"
"2020-10-08","08 Oct 2020","7.9894","0.91035"
"2020-10-09","09 Oct 2020","7.9047","0.91167"
"2020-10-12","12 Oct 2020","7.9578","0.90598"
"2020-10-13","13 Oct 2020","7.9388","0.90591"
"2020-10-14","14 Oct 2020","7.9092","0.90395"
"2020-10-15","15 Oct 2020","7.8756","0.90535"
"2020-10-16","16 Oct 2020","7.8639","0.90915"
"2020-10-19","19 Oct 2020","7.8767","0.90588"
"2020-10-20","20 Oct 2020","7.8918","0.91329"
"2020-10-21","21 Oct 2020","7.8879","0.90754"
"2020-10-22","22 Oct 2020","7.8980","0.90273"
"2020-10-23","23 Oct 2020","7.9157","0.90675"
"2020-10-26","26 Oct 2020","7.9342","0.90755"
"2020-10-27","27 Oct 2020","7.9345","0.90718"
"2020-10-28","28 Oct 2020","7.8845","0.90662"
"2020-10-29","29 Oct 2020","7.8531","0.90430"
"2020-10-30","30 Oct 2020","7.8158","0.90208"
"2020-11-02","02 Nov 2020","7.7962","0.90053"
"2020-11-03","03 Nov 2020","7.8198","0.90042"
"2020-11-04","04 Nov 2020","7.8038","0.89954"
"2020-11-05","05 Nov 2020","7.8331","0.90450"
"2020-11-06","06 Nov 2020","7.8468","0.90430"
"2020-11-09","09 Nov 2020","7.8475","0.90224"
"2020-11-10","10 Nov 2020","7.8107","0.89183"
"2020-11-11","11 Nov 2020","7.7943","0.88935"
"2020-11-12","12 Nov 2020","7.8105","0.89765"
"2020-11-13","13 Nov 2020","7.8071","0.89683"
"2020-11-16","16 Nov 2020","7.7945","0.89819"
"2020-11-17","17 Nov 2020","7.7892","0.89585"
"2020-11-18","18 Nov 2020","7.7820","0.89373"
"2020-11-19","19 Nov 2020","7.7927","0.89378"
"2020-11-20","20 Nov 2020","7.7916","0.89393"
"2020-11-23","23 Nov 2020","7.8178","0.88888"
"2020-11-24","24 Nov 2020","7.8152","0.89012"
"2020-11-25","25 Nov 2020","7.8189","0.89129"
"2020-11-26","26 Nov 2020","7.8254","0.89129"
"2020-11-27","27 Nov 2020","7.8422","0.89442"
"2020-11-30","30 Nov 2020","7.8798","0.89845"
"2020-12-01","01 Dec 2020","7.8639","0.89798"
"2020-12-02","02 Dec 2020","7.9203","0.90490"
"2020-12-03","03 Dec 2020","7.9567","0.90358"
"2020-12-04","04 Dec 2020","7.9421","0.90282"
"2020-12-07","07 Dec 2020","7.9310","0.91215"
"2020-12-08","08 Dec 2020","7.9115","0.91143"
"2020-12-09","09 Dec 2020","7.9167","0.90000"
"2020-12-10","10 Dec 2020","7.9254","0.91100"
"2020-12-11","11 Dec 2020","7.9386","0.92294"
"2020-12-14","14 Dec 2020","7.9588","0.90700"
"2020-12-15","15 Dec 2020","7.9462","0.90795"
"2020-12-16","16 Dec 2020","7.9633","0.89950"
"2020-12-17","17 Dec 2020","8.0006","0.90050"
"2020-12-18","18 Dec 2020","8.0146","0.90828"
"2020-12-21","21 Dec 2020","7.9784","0.91610"
"2020-12-22","22 Dec 2020","8.0056","0.91148"
"2020-12-23","23 Dec 2020","7.9549","0.90700"
"2020-12-24","24 Dec 2020","7.9624","0.89795"
"2020-12-28","28 Dec 2020","7.9906","0.90408"
"2020-12-29","29 Dec 2020","8.0070","0.90863"
"2020-12-30","30 Dec 2020","8.0134","0.90307"
"2020-12-31","31 Dec 2020","8.0225","0.89903"
"2021-01-04","04 Jan 2021","7.9484","0.90160"
"2021-01-05","05 Jan 2021","7.9315","0.90333"
"2021-01-06","06 Jan 2021","7.9653","0.90635"
"2021-01-07","07 Jan 2021","7.9392","0.90190"
"2021-01-08","08 Jan 2021","7.9184","0.90128"
"2021-01-11","11 Jan 2021","7.8806","0.90235"
"2021-01-12","12 Jan 2021","7.8576","0.89440"
"2021-01-13","13 Jan 2021","7.8716","0.88983"
"2021-01-14","14 Jan 2021","7.8409","0.88943"
"2021-01-15","15 Jan 2021","7.8499","0.88998"
"2021-01-18","18 Jan 2021","7.8359","0.89073"
"2021-01-19","19 Jan 2021","7.8610","0.89100"
"2021-01-20","20 Jan 2021","7.8292","0.88563"
"2021-01-21","21 Jan 2021","7.8552","0.88625"
"2021-01-22","22 Jan 2021","7.8822","0.89045"
"2021-01-25","25 Jan 2021","7.8712","0.88800"
"2021-01-26","26 Jan 2021","7.8537","0.88698"
"2021-01-27","27 Jan 2021","7.8411","0.88395"
"2021-01-28","28 Jan 2021","7.8226","0.88603"
"2021-01-29","29 Jan 2021","7.8047","0.88383"
"2021-02-01","01 Feb 2021","7.8143","0.88200"
"2021-02-02","02 Feb 2021","7.7756","0.88075"
"2021-02-03","03 Feb 2021","7.7623","0.88145"
"2021-02-04","04 Feb 2021","7.7542","0.87693"
"2021-02-05","05 Feb 2021","7.7535","0.87538"
"2021-02-08","08 Feb 2021","7.7618","0.87833"
"2021-02-09","09 Feb 2021","7.7894","0.87828"
"2021-02-10","10 Feb 2021","7.8235","0.87650"
"2021-02-11","11 Feb 2021","7.8448","0.87755"
"2021-02-12","12 Feb 2021","7.8207","0.87753"
"2021-02-15","15 Feb 2021","7.8332","0.87225"
"2021-02-16","16 Feb 2021","7.8422","0.87333"
"2021-02-17","17 Feb 2021","7.7886","0.86960"
"2021-02-18","18 Feb 2021","7.8172","0.86540"
"2021-02-19","19 Feb 2021","7.8318","0.86508"
"2021-02-22","22 Feb 2021","7.8447","0.86530"
"2021-02-23","23 Feb 2021","7.8506","0.86308"
"2021-02-24","24 Feb 2021","7.8362","0.86030"
"2021-02-25","25 Feb 2021","7.8898","0.86408"
"2021-02-26","26 Feb 2021","7.8385","0.87053"
"2021-03-01","01 Mar 2021","7.7970","0.86558"
"2021-03-02","02 Mar 2021","7.7840","0.86433"
"2021-03-03","03 Mar 2021","7.7897","0.86351"
"2021-03-04","04 Mar 2021","7.7846","0.86270"
"2021-03-05","05 Mar 2021","7.7489","0.86300"
"2021-03-08","08 Mar 2021","7.7446","0.85728"
"2021-03-09","09 Mar 2021","7.7478","0.85704"
"2021-03-10","10 Mar 2021","7.7433","0.85655"
"2021-03-11","11 Mar 2021","7.7614","0.85670"
"2021-03-12","12 Mar 2021","7.7636","0.85835"
"2021-03-15","15 Mar 2021","7.7508","0.85670"
"2021-03-16","16 Mar 2021","7.7519","0.85945"
"2021-03-17","17 Mar 2021","7.7435","0.85668"
"2021-03-18","18 Mar 2021","7.7507","0.85575"
"2021-03-19","19 Mar 2021","7.7413","0.85763"
"2021-03-22","22 Mar 2021","7.7582","0.86233"
"2021-03-23","23 Mar 2021","7.7367","0.86198"
"2021-03-24","24 Mar 2021","7.7133","0.86250"
"2021-03-25","25 Mar 2021","7.7220","0.86068"
"2021-03-26","26 Mar 2021","7.7063","0.85503"
"2021-03-29","29 Mar 2021","7.7334","0.85120"
"2021-03-30","30 Mar 2021","7.7154","0.85378"
"2021-03-31","31 Mar 2021","7.6812","0.85209"
"2021-04-01","01 Apr 2021","7.7195","0.85195"
"2021-04-06","06 Apr 2021","7.7390","0.85358"
"2021-04-07","07 Apr 2021","7.7761","0.86065"
"2021-04-08","08 Apr 2021","7.7749","0.86290"
"2021-04-09","09 Apr 2021","7.7934","0.86658"
"2021-04-12","12 Apr 2021","7.7907","0.86518"
"2021-04-13","13 Apr 2021","7.7905","0.86698"
"2021-04-14","14 Apr 2021","7.8146","0.86918"
"2021-04-15","15 Apr 2021","7.8129","0.86753"
"2021-04-16","16 Apr 2021","7.8157","0.86793"
"2021-04-19","19 Apr 2021","7.8323","0.86355"
"2021-04-20","20 Apr 2021","7.8303","0.86295"
"2021-04-21","21 Apr 2021","7.8011","0.86250"
"2021-04-22","22 Apr 2021","7.8181","0.86855"
"2021-04-23","23 Apr 2021","7.8320","0.86905"
"2021-04-26","26 Apr 2021","7.8379","0.86975"
"2021-04-27","27 Apr 2021","7.8373","0.86895"
"2021-04-28","28 Apr 2021","7.8268","0.86988"
"2021-04-29","29 Apr 2021","7.8463","0.86910"
"2021-04-30","30 Apr 2021","7.8134","0.86863"
"2021-05-03","03 May 2021","7.7967","0.86838"
"2021-05-04","04 May 2021","7.8136","0.86770"
"2021-05-05","05 May 2021","7.7636","0.86274"
"2021-05-06","06 May 2021","7.8054","0.86708"
"2021-05-07","07 May 2021","7.7809","0.86810"
"2021-05-10","10 May 2021","7.8045","0.86195"
"2021-05-11","11 May 2021","7.8177","0.86013"
"2021-05-12","12 May 2021","7.8051","0.85798"
"2021-05-13","13 May 2021","7.7969","0.86063"
"2021-05-14","14 May 2021","7.8024","0.86083"
"2021-05-17","17 May 2021","7.8226","0.86215"
"2021-05-18","18 May 2021","7.8501","0.85998"
"2021-05-19","19 May 2021","7.8594","0.86233"
"2021-05-20","20 May 2021","7.8563","0.86400"
"2021-05-21","21 May 2021","7.8393","0.85870"
"2021-05-24","24 May 2021","7.8487","0.86408"
"2021-05-25","25 May 2021","7.8560","0.86573"
"2021-05-26","26 May 2021","7.8149","0.86330"
"2021-05-27","27 May 2021","7.7808","0.86068"
"2021-05-28","28 May 2021","7.7422","0.85765"
"2021-05-31","31 May 2021","7.7722","0.86013"
"2021-06-01","01 Jun 2021","7.8043","0.86285"
"2021-06-02","02 Jun 2021","7.7812","0.86125"
"2021-06-03","03 Jun 2021","7.7910","0.85955"
"2021-06-04","04 Jun 2021","7.7667","0.85690"
"2021-06-07","07 Jun 2021","7.7795","0.85825"
"2021-06-08","08 Jun 2021","7.7938","0.86100"
"2021-06-09","09 Jun 2021","7.7879","0.86053"
"2021-06-10","10 Jun 2021","7.7828","0.86293"
"2021-06-11","11 Jun 2021","7.7519","0.85710"
"2021-06-14","14 Jun 2021","7.7501","0.85898"
"2021-06-15","15 Jun 2021","7.7502","0.86150"
"2021-06-16","16 Jun 2021","7.7582","0.85830"
"2021-06-17","17 Jun 2021","7.6877","0.85525"
"2021-06-18","18 Jun 2021","7.6619","0.85785"
"2021-06-21","21 Jun 2021","7.6916","0.85670"
"2021-06-22","22 Jun 2021","7.7014","0.85560"
"2021-06-23","23 Jun 2021","7.7393","0.85435"
"2021-06-24","24 Jun 2021","7.7193","0.85883"
"2021-06-25","25 Jun 2021","7.7139","0.85950"
"2021-06-28","28 Jun 2021","7.6922","0.85710"
"2021-06-29","29 Jun 2021","7.6814","0.85948"
"2021-06-30","30 Jun 2021","7.6742","0.85805"
"2021-07-01","01 Jul 2021","7.6842","0.86033"
"2021-07-02","02 Jul 2021","7.6594","0.86003"
"2021-07-05","05 Jul 2021","7.6677","0.85665"
"2021-07-06","06 Jul 2021","7.6545","0.85450"
"2021-07-07","07 Jul 2021","7.6478","0.85500"
"2021-07-08","08 Jul 2021","7.6832","0.86133"
"2021-07-09","09 Jul 2021","7.6834","0.85758"
"2021-07-12","12 Jul 2021","7.6751","0.85570"
"2021-07-13","13 Jul 2021","7.6598","0.85518"
"2021-07-14","14 Jul 2021","7.6268","0.85158"
"2021-07-15","15 Jul 2021","7.6304","0.85188"
"2021-07-16","16 Jul 2021","7.6373","0.85298"
"2021-07-19","19 Jul 2021","7.6344","0.85913"
"2021-07-20","20 Jul 2021","7.6305","0.86545"
"2021-07-21","21 Jul 2021","7.6201","0.86363"
"2021-07-22","22 Jul 2021","7.6153","0.85563"
"2021-07-23","23 Jul 2021","7.6224","0.85543"
"2021-07-26","26 Jul 2021","7.6426","0.85468"
"2021-07-27","27 Jul 2021","7.6799","0.85503"
"2021-07-28","28 Jul 2021","7.6722","0.85095"
"2021-07-29","29 Jul 2021","7.6691","0.85080"
"2021-07-30","30 Jul 2021","7.6838","0.85140"
"2021-08-02","02 Aug 2021","7.6807","0.85568"
"2021-08-03","03 Aug 2021","7.6818","0.85355"
"2021-08-04","04 Aug 2021","7.6638","0.85153"
"2021-08-05","05 Aug 2021","7.6555","0.85060"
"2021-08-06","06 Aug 2021","7.6379","0.84840"
"2021-08-09","09 Aug 2021","7.6190","0.84745"
"2021-08-10","10 Aug 2021","7.5975","0.84568"
"2021-08-11","11 Aug 2021","7.5996","0.84698"
"2021-08-12","12 Aug 2021","7.6036","0.84743"
"2021-08-13","13 Aug 2021","7.6237","0.85093"
"2021-08-16","16 Aug 2021","7.6243","0.84873"
"2021-08-17","17 Aug 2021","7.6244","0.85323"
"2021-08-18","18 Aug 2021","7.5976","0.85183"
"2021-08-19","19 Aug 2021","7.5901","0.85523"
"2021-08-20","20 Aug 2021","7.5854","0.85750"
"2021-08-23","23 Aug 2021","7.5990","0.85635"
"2021-08-24","24 Aug 2021","7.6042","0.85578"
"2021-08-25","25 Aug 2021","7.6031","0.85590"
